,reviews,Sentiments
438,"Good quality, amazing product... Highly recommended",1
439,Not working. Pressure issue. Totally wasted item. ,-1
440,"Good Quality..
Fast Delivery..
I highly Recommend ",1
441,Its really good i appreciate your help for mother,1
442,good product nicely packed reached on time thanku,1
443,best satisfactory 110% i really appreciate seller,1
444,"It's good, beyond my expectation... Satisfied 👍",1
445,Wife and baby both are satisfied! good product. ,1
446,it's good in shape and quality but not working.,0
447,Amazing product ever found on daraz👍🏻👍🏻👍🏻,1
448,Good Product. Delivered on time. Good Packing.,1
449,Great product. Good quality. A must have item ,1
450,"Good one 
useful too
best in this price range",1
451,best pump .. reasonable portable and helpful ,1
452,Im satisfied with the product and the service,1
453,a product that never delivers at my doorstep,0
454,"very good quality , ordered it for my friend",1
455,same as shown good quality reasonable price ,1
456,I like it too much becoz it helps me more👌,1
457,"Supppperrrr 
Very effective 
I like it... ",1
458,"ordered it 2 months ago
still good
useful",1
459,this product is good... satisfied 5 stars,1
460,"zabrdast great working 
highly recommend ",1
461,very satisfied... works perfectly well...,1
462,"Great product, and excellent delivery.",1
463,Worth buying it... Excellent product ,1
464,very nice product in resinable price ,1
465,same as shown in picture i like it...,1
466,Amazing product  highly recommended ,1
467,perfect product. highly recommended,1
468,The product and quality is good.  ,1
469,As in pictures and it works great.,1
470,very useful quality also roo good,1
471,quick shipping o quality product ,0
472,not good item fazul ka time waist,-1
473,It's a best product. Easy to use,1
474,really good product like reviews,1
475,Product delivered as mentioned.,0
476,Thank you it's amazing product,1
477,Perfect product good quality ,1
478,Product is same as shown👍🏻,0
479,very useful.. recommended.. ,0
480,packing is dirty and ruff..,-1
481,"Found helpful as described
",1
482,The product is very usefull,0
483,good product and best price,1
484,Good product nice quality ,1
485,good product and quality ,1
486,nice quality..keep it up,1
487,Useful product.thanks ,1
488,quality product thanks,1
489,very useful recommend ,1
490,Good quality product. ,1
491,good quality .. thanks,1
492,Good quality product ,1
493,verry good exclent ,1
494,thnxx its amazing ,1
495,best product thnx ,1
496,product is good 👌,1
497,yes it was good. ,1
498,Worth buying 👍,0
499,awsome product,0
500,very useful ,1
501,Very useful ,1
502,Quality is fine. but it takes to much effort  for work.,0
503,Loved the seat. Sturdy and comfortable. Thankyou for the gift. ,1
504,"quality = superior
delivery = timely
 i used it in opposite direction for the ease of use. since it is easier for the child to sit that way and place his feat on the combode. plus i give him markers and he draws on the cover.
",1
505,"The packaging, the Quality of the product is superb Masha'Allah. Most importantly supplier is an honest man May Allah SWT grant more barakah in his rizq . 
it's BPA free plastic which you want to use for the kids. haven't used it yet but I hope it will be worth buying. ",1
506,"Received my order. It is same as in the picture .
quality bhi bohat achi hai is price mai. Thanks daraz and seller.",1
507,"bht comfortable aur soft seat hai, market ki nisbat affordable price mein hai aur bht achi quality hai seat ki,
Thank you daraz for this",1
508,Picture speaks the quality of the product,0
509,"Received my order today. Product quality is as better as I was hoping. Thanks for being a genuine seller. 
Also special thanks for beautiful keychains.👍",1
510,thankyou so much for sending original product.same as i ordered.highly recomended for all.,0
511,Good Quality and well packed.. Recommend,1
512,"nicely wrapped package delivered with free gift of training plate for babies. highly recommended this for other customers babies , my son loved it ,not afraid anymore to sit on toilet seat , very comfortable with soft cushion. Thanks for free gift",1
513,"Best experience  so far
i was hesitating  to buy from store as prixe is very less as compared to market so i was curious about  quality, i ordered and received  parcel as i was amazed with the qualiy and especially paking of the product.product quality  is uo to the mark and price is very economical as compared to market
highly recommend 
i encourage  you guys to bring  some more products also we may also check them

keep up good work

stay blessed ",1
514,"Thanks for the fast delivery,  seat looks good, fits to the regular toilet seat very well. Thanks Seller for the keychain gift.loved the product.",1
515,"its good , same as shown in picture, comfortable",1
516,"Great quality product, 100% original and true to the pictures shown. Great service as well - I got a complimentary Avent sippy cup which is highly appreciated. ",1
517,The product is excellent. Build quality is by far one of the best. Highly recommend Sasta Bazar and this product.,1
518,"I m happy to purchase the above product it's extremely good and comfortable for baby, behtreen bohat zabardast.",1
519,Very Amazing Quality As described. Very good to use soft and worth full. Thanks for this amazing product,1
520,It's an amazing product for my baby . quality is best . I will be waiting for more products of this seller because it really satisfied me with quality point of view.inshaAllah I will buy more products from this seller in future.,1
521,thannnnkkkkkyouuuuu  so much satified with my order . best quality and original product ,1
522,This is best seat on daraz. I tried the others and had to return them for being too small and uncomfortable. ,1
523,"Very nice, very comfortable especially for 4 to 5 years old. Delivered timely and product quality is outstanding. I am satisfied with this product.",1
524,A good quality producr as shown in picture daraz. I  m much satisfied with quality and delivery time ,1
525,This turned out to be perfect for my son. The seat is soft and steady. Excellent customer service as well.,1
526,The baby trainer seat is awsome and friendly to use for kids. For Sure will do business with Sasat Bazar in future.,1
527,"zbrdst, branded hai, original hai, umeed nhe thi but good.
online walay bht badnaam hain aur mainay bht dartsy dartay order dya tha but im happy i got what i was looking for.
recommended seller ",1
528,Potty seat is amazing. I really liked it..i am so glad. Thank you so much for the keyrings too. ,1
529,Thanks seller. Excellent quality. I will recommend everyone best quality at cheapest price.,1
530,Excellent quality. Highly recommended if you are considering quality and convenience. ,1
531,Good product. Haven't used it yet but seems nice especially the pad on inner surface. ,1
532,very nice I m setisfied to get this and thank you so much very honest seller ......,1
533,We previously bought two seats from different sellers. This is by far the best one,1
534,good product with good build quality didnt use it for my kid yet but seems good,1
535, very nice quality product,1
536,it is awesome really appreciate fr high quality my child's like it most 👌👌👌,1
537,"Thank you Daraz for the wonderful thing for my son 
Quality was excellent 
",1
538,"It was an outclass product with the Best plastic.
The money was worth it.",1
539,very good quality material in a reasonable price.Delivered very quickly.,1
540,Awesome product not a scam which product show on store i get the same ,1
541,"excellent. doesn't move on the comode. also, it's easily removable. ",1
542,The product is fine...As shown in picture..overall good experience ,1
543,Very nice product. Comfortable and exactly as shown in the pictures,1
