Review,Sentiment
yeh aala nabina afraad ke liye bohat madadgaar zareya hai kyunkay is mein king voice ke naam se aik khusoosi software mojood hai jo google talk back ki terhan kaam karta hai  aspikrz ka miyaar behtareen hai aur phone que mobile aur ?????? mobilon ke bar aks 3  5 mili meter head phone ke jadeed version ki himayat karta hai  air pees behtareen cal ka miyaar kirkira hai aur head phone out pitt behtareen hai is qeemat ki had mein sastay mobile phones ke bar aks  ,Positive
bhot wight h is ka piture me to asa ni tha,Neutral
phone bhot slow aur weight me ziyda hai,Neutral
bari lcd aur battery b kafi hai aur orignal hai,Neutral
3 sims wala phone aur screen b bari hai,Neutral
hum sab aimi note 5 ka intzaar kar rahay thay lekin bohat mayoos kin baat yeh hai ke hamein qeemat 4 jee bi aur 64 jee bi ki zaroorat hai lekin mein samjhta hon ke 5 jee bi aur 64 jee bi ke sath suit note karen ab mein usay nahi khareedon ga  ,Negative
4gigs one ke muqablay mein yeh mukhtalif haalat bohat muashi hai ,Neutral
kyun 64 jee bi version farokht par nahi hai  yeh ghair munsifana hai  yeh ???? hona chahiye warna aap ki farokht bekar hai,Negative
"am aayi company tarteeb raam mobile 4 jee bi, memory 64 jee bi company ke ohdedaron ki website ko dukhaay",Neutral
is qeemat ki had mein yeh aik behtareen phone hai jo khareed sakta hai  is phone ke mobile hafta mein qeematon ka taayun herat angaiz hai  shukriya,Positive
yeh sab rangon mein sab se ziyada pasand kya jata hai  ????? bhi is rang ki sifarish karta hai,Positive
aizaz 7x aur dosray se behtareen mobile phone aur is ka kamera bohat acha hai  bijli ki roshni mein kam    haalat bohat taiz hai    battery bohat barri hai   ,Positive
is phone ke liye bohat ziyada aur good seller ????? communication ka bhi,Positive
qeemat ke hissay mein yeh phone kaafi had tak paish karta hai aur is ki qeemat ke hissay ko juwaz paish karta hai  100? asal aur mutmaen  shukriya daraz  pk,Positive
""" ?????? pack kyunkay un 5 tea shirts mein se sirf 2 qabil qader they jabkay un mein se 2 dhoney ke baad skrh gaye they aur un ka size bilkul mukhtalif tha jo bohat mayoos kin tha aur meri asal tawaquaat ko thais pouncha tha ",Negative
""" achi terhan se is ke sath mera tajurbah mukammal tor par zabardast nahi tha, fibrk ka miyaar asal mein achchca tha lekin silai koi achi cheez nahi thi aur gardan ka size waqai bara tha jo aik tha chore do, aur inhen dhoney ke baad woh dheelay par gaye aur phir thora sa ghata bhi gaya lekin agar aap un ka mawazna is qeemat se karte hain jis ki peshkash ki jarahi hai  ",Negative
mujhe yeh  apne dost ke liye miley hain    5? qmizin    is qeemat mein roz marrah pahannay ke l  all bilkul bhi bura nahi hai    lekin is ka mawaad pute cotton nahi hai is ka    ?????    aur aam darja hararat mein pahannay ke qabil hai nah sirf garam mausam ke bahar    is ke ilawa rang siyah qmizin neelay aur siyah rangon ki terhan joray ke dhonay ke baad khatam ho jaien gi    is ke ilawa    yeh theek hai  kaam karen ge ,Negative
mein naay un shirts ka order diya tha aur sirf apna order haasil kya hai  is naay mujhe safaid ki bajaye peelay rang ki kameez pack mein bhaije hai    mujhe peelay rang ki terhan nahi hai   ,Negative
"aik herat angaiz miyaar ki shai, paison ka mukammal nuqsaan aur ab koi bhi jawab dainay mein nakaam rahay ga  ??????? website sirf aik koshish karte hue aik sweeter ko thora sa torrun bhi mil gaya",Neutral
tasaveer mein dukhaay jane walay ?????? se kharab miyaar aur bohat mukhtalif hai  dobarah nahi mila,Negative
"bohat umdah ?????, miyaar 100? theek hai! waqai is ko pasand karen, garmiyon ke rozana istemaal ke samaan ke l  best behtareen !",Positive
mein nay? 5 x ail shirts order kee lekin un ke size aur foot mein wazeh farq tha aur shayad hi 3 shirts asal mein xl theen,Negative
""" 5 tea shirts ka packet bohat acha tha  mein yeh kehna chahta hon ke yeh rang roshan aur herat angaiz thay bilkul isi terhan tasweer mein  size aur fitting bohat zabardast thi aur mujhe tane banay ka miyaar bhi pasand tha isi terhan yeh aik qabil kharidari thi  kyunkay yeh mere liye munasib qeemat par dastyab thay",Positive
""" theek hai is qeemat ke baarey mein mein yeh kahoon ga ke yeh qmizin bohat umdah hain, meri raye mein tane banay ka miyaar bhi mohazab hai, un shirts ke baarey mein sab se achi baat yeh hai ke woh qeemat khareedain jis mein woh qabil husool hain, silai bohat achi hai, size tamam smae they aur fitting behtareen hai, mein ney un ko sirf aik baar dhoya tha aur is mauqa par kisi maslay ka saamna nahi karna para tha  ",Positive
shioulders nai thy aur quality b achi ni h,Negative
"mein ne is farosh"" di ajmiri"" se"" baghair kisi"" ??????? ka order diya tha aur jab mujhe meri order item mousool sun hwa to unhon ne apni shaamil kardah but mein"" baghair aasteen"" ki tasaveer bhi dikhain  andar"" drop ?????"" sweeter"" baghair kisi aasteen"" ke bajaye mojood hain  yeh waqai ghair munsifana hai  ",Positive
shipping taiz thi  ????? haqeeqi hai  ab tak is smart watch se khush hai  is mein bohat kaar amad khususiyaat hain,Positive
lahore me 7 din me mila,Neutral
acha color aur size b achaa  h kafi,Positive
yeh aik umdah numeral hai  bohat naram aur achay miyaar ka mawaad  aik size guide shaamil ki jani chahiye taakay sahih size aasani se muntakhib hosakay  ,Positive
mujhy bhot acha laga product,Positive
"mujhe aik taaza pan pack tukda yani simsng gear asport ki farahmi ke liye daraaz pi ke ka bohat shukar guzar hon  is ka 100 orig original aur mohar pack, meri pehli baar online kharidari karne ki itni mehngi cheez hai lekin aik haqeeqi cheez ko haasil karna daraz pk par mukammal aetmaad development hai  ",Positive
"tarseel fori, azeem masnoaat thi  mein aik arsay se gear devices istemaal kar raha hon  gear s 3 tha lekin yeh meri kalayi ke liye bohat bara tha lekin yeh bilkul kaamil hai  har cheez aik jaisi hai jo behtar hai, behtar water proofing hai lehaza mein is mein 50 mili meter sirf aik kharabi honay ke baad bhi koi teer sakta hon, agarchay koi speaker nahi hai, lekin agar aap is ke sath teraaki karna chahtay hain to qabil feham hai  ",Negative
aj mila aur battery kam nai kr rhi,Positive
cha hai lakin adjust ni ho rha wsy ach hai,Positive
"yeh sab se sasta hai, lekin kisi cheez se tawaqqa ki jati hai jis ki laagat sirf 100 rss hai  size adjust nahi hai lekin agar aap ki kalayi barri hai to woh theek foot hogi  is baat ka yaqeen nahi hai ke agar bachay usay pehan satke hain kyunkay yeh bohat dheela hoga  ",Negative
y mry wrist p nai a rha mri koi help kry,Neutral
ya acha hai keemat k nisbat,Positive
"is paisa ke l  anything kisi khaas cheez ki tawaqqa nahi kar raha tha aur is mein sab se ziyada chhuut bhi shaamil thi, lekin pata chala ke is ki tashheer kis terhan ki jati hai  button ko chone par waqt dekhata hai aur injeer barray aur numaya hotay hain  bachay usay pasand karen ge  ",Negative
aik tea shirt ka miyaar bilkul theek hai    aur dosra sifar hai     doosri baat    choti achi nahi hai    aur yeh lachak dar kapra nahi hai    stuff,Positive
mein nay? un shirts ka order diya tha lekin aik sahih hai aur dosra bhi foot hai,Negative
quality acha tha sirf baazuon par buri terhan silai karna,Negative
yeh zabardast shirts aap ki qeemat par munhasir hai mein usay 6 star deta hon yeh achi baat hai,Positive
yeh aik v  good tajurbah tha     aur tarseel ki raftaar bhi achi hai aur ????? bhi acha hai      ,Positive
"shirt size haqeeqat ke mutabiq nahi, mein ne barri kharidari ki lekin yeh haqeeqat mein barray size ki hesiyat se nahi hai  neez, samaan bohat kharab hai  ",Negative
dono shirts behtareen miyaar ke hain aur samaan bohat umdah aur aaraam da hai  ,Positive
mein ne dono x ail size ka order diya lekin aik chhota size ka hai aur dos foot nahi hai  woh sahih size nahi dete hain nahi kharedtay hain,Negative
achi quality hi mujhy kl mila order,Negative
meri shirt ka size 28 ??? hai jis ka size 28 thx hai,Neutral
kam tar 24 ghanton mein fori tarseel    am un shirts se mutmaen hai aur uski tadaad mein uch quality? miyaar hai  ,Negative
numeral is cheez se mukhtalif hai jo unhon nay? apni website mein katoti ki hai is mein chhota sa dial karna parta hai yahan taq ke touch bohat kharab hai aur koi munasib af aal mein nay? is numeral ko daraz  pk se order nahi kya jab yeh pouncha to yeh bilkul mukhtalif hai  yeh ghari sirf paison ki barbadi hai  ,Negative
"theek hai mein is ghari ka mukammal jaiza likhoon ga  pehli nigah mein tamam af aal darj hain, dil ki sharah   oxygen ???????   blood pressure monitor   iqdamaat aur faasla counter  mujhe wajohaat durust maloom hui hain lekin baaz auqaat thora sa daur bhi  mujhe it tila aat ki khasusiyat pasand hai  ????? halka wazan hai aur kalayi ke aas paas theek mehsoos hota hai aur takleef nahi deta hai  majmoi tor par yeh aik achi smart ghari hai",Negative
"un shirts mein sirf ghalti fitting thi, woh halki si dheeli thi, bilkul jald tang nahi thi, un ke baarey mein baqi sab kuch haqeeqat mein bohat achchca tha, silai bohat achchca tha, meri raye mein tane banay ka miyaar bhi achchca tha, mere paas hai asal mein ab un mein se aik do baar istemaal sun hwa hai aur un ko bhi dhoya hai aur yeh waqai aik achchca muawin tha, koi masla nahi  ",Negative
"s pack se meri sirf tashweesh yeh hai ke un tea shirts mein se aik mere liye kisi kaam ke nahi aaya kyunkay is tea shirt ki gardan bohat barri hai jis ki wajah se is ko mushkil se pahannay ke qabil banaya jata hai  is pehlu ke ilawa, deegar 4 achay they aur rang bhi achay they  tane banay ka miyaar theek tha aur yeh tea shirts pahannay mein bhi araam mehsoos karti theen  ",Negative
""" aik zabardast pack aur is se ziyada tasalii bakhash kharidari se ziyada qeemat jis ki wajah se yeh tea shirts dastyab theen  rang herat angaiz they aur yeh tea shirts mujhe bohat achi terhan se foot karti hain aur khaas tor par jeans ke sath bohat sajeela lagtay hain  kapray ki quality bhi bohat hai achchca hai aur yeh mere liye bohat faida mand hain  mutmaen",Positive
""" theek hai mein naay yeh shirts haal hi mein khridi hain aur yeh mukammal tor par achha tajurbah nahi raha hai, un shirts ka miyaar bilkul itna achha nahi hai, halaank mein rang, v gardan design aur yahan taq ke is ke miyaar ko bhi pasand karta tha  tane banay lekin un ke sath masla yeh hai ke mein naay un ko dhoney ke baad un ki terhan dheeli ho gayi jis ke baray mein mein vaqata khush nahi tha dosray lafzon mein mera tajurbah mukammal tor par achha nahi raha tha lekin yeh shirts waqai susti theen lehaza mujhe koi masla nahi hai  ",Negative
""" herat angaiz numeral! ! is ki herat angazi se haath neechay kar rahay hain aur qamizoon ka packet bohat achchhaa hai  yeh paanchon hi rastay they jis terhan se mein chahta tha, lekin jis ka mein ne hukum diya tha is se sirf aik zara kam tha agarchay yeh aik hi design aur nazar aata tha waghera  mein ne medium size ka order diya tha, lekin un mein se aik barri thi, aur fitting ka maamla bhi thora sa bura tha  mein bhi mawaad ke miyaar se mutmaen hon  yeh kaafi achchhaa aur pahannay mein aaraaam da hai, aur bohat mouti ya ziyada patli nahi hai  waqai is ki tareef karen, aur yahan taq ke kapray ka rang ka miyaar bhi bohat achchhaa hai  usay aik do baar dhoney ke baad bhi, rang theek raha   )",Negative
koi compromise nai h kapry ki quality me,Negative
bhot acha product ur kapra hai,Positive
aybeez aik h online ki duniya me,Neutral
bhot achi qulity aur mutasir kun product h,Positive
bura nai h acha kam kya aybeez,Negative
mein is ki sifarish nahi karta hon ke mein ney hukum diya ke yeh sirf aik ghanta pehlay mil gaya hai aur abhi wapas aagaya hai is ke paas app nahi hai touc panel aur kuch nahi karen ge mujhe umeed hai ke mujhe apna paisa wapas aajay g,Positive
bura nai h is keemat me,Negative
bohat kharab numeral  pehlay pallay store par koi app dastyab nahi thi  baar baar cal ?? noon ?? mails ke baad mujhe app ke liye vindr ko hadaayat di gayi  app ab install hogayi hai lekin gharri ka ?????? khud band hojata hai aur dobarah nahi khoola jata hai  yeh ????? aap ke pesey lout raha hai  mein apni raqam ki masnoaat par zaya honay par bohat pareshan hon  mein ne usay sirf aik din ke liye istemaal kya aur is ka mere liye koi faida nahi sun hwa  ,Negative
"???? ??? band 2 ke liye jayen  is mein tamam khususiyaat hain jaisay qadam counter, dil ki sharah, alarm, keel notification, aur 20 din ka battery back up  aap ko kabhi pachtaawa nahi hoga  thnax   )",Negative
"mujhe yeh kaar amad maloom sun hwa, is ki hooshiyar shakal ki wajah se, iqdamaat ki ginti hoti hai aur is mein caller aayi d     zz bhi dekhata hai",Negative
""" yeh fitness band nah sirf aik intahi susti kharidari hai, balkay yeh faalit mein waqai uch good? hai  yeh mujhe baghair kisi muawza ke pohanchaya gaya tha, lehaza mein nahi jaanta tha ke yeh muawza khatam sun hwa hai ya kharab, yahan taq ke mein naay is par charge kya aur ab is ki ziyada se ziyada salahiyat par kaam karna  gharri halkay wazan ki hai, kaafi paidaar hai, aur is mein har woh cheez hai jis ka ishtihar mein wada kya gaya tha  band ka ????????? band is ko mehfooz rakhta hai, aur phone se munsalik honay ki wajah se yeh aur bhi mustahkam hojata hai  behtar hai kyunkay mein is par  apne calls aur paighamaat ki apni tamam it tila aat ko at kar sakta hon  ",Positive
"mujhe yeh kaam kuch din pehlay hi mila tha lekin yeh charge karne ke baad 100? zahir karta hai lekin yeh ziyada se ziyada 5 minute tak jari rehta hai, daraaz se mutabadil ke muntaqili ke muntazir hai ke yeh kaisay chalta hai  ",Negative
battery achi hai! taqreeban teen din ka back up  lekin jab aap is gharri mein ularam ko adjust karte hain ya jab bhi cal   msg aata hai to is se kampan hojata hai aur jab mein chal nahi raha hon is waqt bhi un iqdamaat ki tadaad mein izafah hota hai  jab mein jaagta hon to ziyada tar yeh ularam ki wajah se kampan ke 200 qadmon bcz ka kehna hai  is numeral ka maqsad mere liye chalanay ke liye hai is ki koi nahi! !! !! !,Positive
kuch kamon se miyaar ke kaam ka faida zaya karna mujhe pasand nahi tha lekin mere muamlay mein is ka andaaz thora sa hai lekin mein usay sirf aur sirf style ke liye istemaal karsaktha hon ke mein sirf waqt dekh sakta hon,Positive
yahan ki qeemat 2549 hai lekin woh 7 hazaar aur kuch aur bhaij dete hain,Positive
ya new brand hai aur watch bhooot achi hai ,Positive
poooray dial mein ????? hain  waqt par pohanchaya lekin kya baat hai  jao usay kisi dukaan se khareedain  mera pehla aur insha allah aakhri baar daraaz se koi mehngi cheez khareedna  sabaq seekh liya gaya !,Positive
"is ghari ko kuch arsa pehlay khareeda gaya, is daur ki behtareen smart watch, behtareen haalat mein masool hui, acha farokht kanandah ( ezoom  pk )  ",Positive
umdah ?????  bilkul site par bayan ki gayi tafseelaat ke mutabiq  ,Neutral
"mein ne barray size ka order diya, 1 kameez theek thi aur bilkul foot bithti hai aur dosra rasta bohat tang tha  plus cheeze achi nahi hain  ",Negative
cheezon se poori terhan mutmaen hon aur size bhi kaamil hai,Positive
tasweer mein dikhatay hi un ka rasta mukhtalif hai  1 kameez bohat kharab tane banay se bani hai doosri theek thi lekin is ke baazu mein sorakh hai  aib daar tukraa,Positive
"rang bohat achha hai  is ka kaamil bilkul bhi madoom nahi hota hai  jis shakhs ke liye mein ny is ka hukum diya tha woh usay pasand karta tha  rang behtareen pehlu tha  tane banay naram aur aaraaam da hain  garmiyon aur sardiyoon dono mein yeh aasani se pehna ja sakta hai  yeh kisi nah kisi terhan ka lekin hamwar mad  hay hai  miyaar ke lehaaz se dono tea shirt yaksaa theen  yeh aik bohat achha numeral hai, usay laazmi tor par qeemat khridni hogi  foot, silai aur tane banay sab achha hai  abhi taq is shakhs ki taraf se koi shikayat nahi hui hai jis ke liye mein ny is ka hukum diya tha, andaza lagayen ke yeh aik hatt hai  ",Positive
aik kameez achi hai lekin dosra bohat khurdara hai mein acha nahi hon is plz se acha mawaad tayyar karoon ga,Positive
quality achi thi lkin picture me ziyda achi dekhai h,Positive
